"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","gene_symbol","ensembl_id","feature_num"
0.00231871918431373,1.17952004614493,0.281,0.225,1,"19","Feature1386","Acbd3",NA,1386
0.0028018254414546,0.883144617294141,0.251,0.183,1,"19","Feature17120","Smox",NA,17120
0.00290847570138535,1.16373568001002,0.286,0.231,1,"19","Feature8083","Gtpbp4",NA,8083
0.0030159410469176,1.33763775206421,0.276,0.225,1,"19","Feature17981","Taf1d",NA,17981
0.00315939878314797,1.14569154175801,0.276,0.224,1,"19","Feature1349","Abi1",NA,1349
0.00344023589278836,1.74106390291988,0.251,0.201,1,"19","Feature3834","Chka",NA,3834
0.00387474785101733,1.00031684923931,0.261,0.203,1,"19","Feature3461","Cd164",NA,3461
0.00392348124586731,0.641643355419758,0.432,0.405,1,"19","Feature6733","Gdi2",NA,6733
0.00429568458105484,0.540404333853482,0.347,0.264,1,"19","Feature4011","Clic4",NA,4011
0.00430427160248472,0.507132168819203,0.422,0.358,1,"19","Feature4804","Dazap2",NA,4804
0.00470396065002309,0.881765926923404,0.322,0.272,1,"19","Feature15027","Psme1",NA,15027
0.00494031522098924,0.757643916647624,0.276,0.212,1,"19","Feature15751","Rnf130",NA,15751
0.00547286239777912,1.16656348519099,0.271,0.221,1,"19","Feature16470","Sf1",NA,16470
0.00697297589153517,1.42272314787821,0.256,0.21,1,"19","Feature3635","Cdk5r1",NA,3635
0.00715775794111901,1.24295823554403,0.256,0.206,1,"19","Feature17955","Tab2",NA,17955
0.00738600514914075,0.712602762061561,0.327,0.272,1,"19","Feature14645","Ppp1r15a",NA,14645
0.00776563995145703,0.90084681249399,0.291,0.241,1,"19","Feature20129","Wnk1",NA,20129
0.00796022564056707,0.459742465243623,0.558,0.584,1,"19","Feature6576","Gabarap",NA,6576
0.00995421384448363,0.691693430627701,0.327,0.277,1,"19","Feature18460","Tmcc3",NA,18460
0,4.5961745097749,0.996,0.053,0,"16","Feature2981","C1qa",NA,2981
0,4.44324523628014,0.989,0.053,0,"16","Feature2984","C1qc",NA,2984
0,4.67157569380473,1,0.064,0,"16","Feature4516","Ctss",NA,4516
0,4.51475518994355,0.996,0.061,0,"16","Feature2982","C1qb",NA,2982
0,4.95499608908655,0.966,0.042,0,"16","Feature4551","Cx3cr1",NA,4551
0,4.40036988244068,0.962,0.052,0,"16","Feature19267","Tyrobp",NA,19267
0,4.72892997960321,0.955,0.049,0,"16","Feature4405","Csf1r",NA,4405
0,5.90569404186497,0.947,0.051,0,"16","Feature3395","Ccl4",NA,3395
0,5.76368607375344,0.921,0.046,0,"16","Feature3394","Ccl3",NA,3394
0,4.57331320796344,0.921,0.05,0,"16","Feature9686","Laptm5",NA,9686
0,4.80835855076378,0.906,0.039,0,"16","Feature18906","Trem2",NA,18906
0,4.59590166212405,0.906,0.045,0,"16","Feature10101","Ly86",NA,10101
0,4.64263857660815,0.902,0.041,0,"16","Feature16606","Siglech",NA,16606
0,4.94417140544344,0.887,0.033,0,"16","Feature13673","P2ry12",NA,13673
0,4.60523679596371,0.996,0.15,0,"16","Feature8309","Hexb",NA,8309
0,4.32865030893252,0.887,0.046,0,"16","Feature6217","Fcer1g",NA,6217
0,4.90854412582024,0.895,0.055,0,"16","Feature14358","Plek",NA,14358
0,5.8131011502686,0.868,0.029,0,"16","Feature8855","Il1a",NA,8855
0,4.88526257735925,0.846,0.034,0,"16","Feature16327","Selplg",NA,16327
0,4.64990243553903,0.91,0.133,0,"16","Feature3538","Cd83",NA,3538
0,3.99413970859534,0.85,0.092,0,"16","Feature15721","Rnase4",NA,15721
0,4.62357621441069,0.808,0.074,0,"16","Feature9291","Kctd12",NA,9291
0,4.41111547568854,0.763,0.041,0,"16","Feature3456","Cd14",NA,3456
0,4.97816714943487,0.767,0.046,0,"16","Feature3442","Ccrl2",NA,3442
0,4.8069228635644,0.733,0.027,0,"16","Feature2740","Bcl2a1b",NA,2740
0,4.41007844698009,0.737,0.038,0,"16","Feature1702","Aif1",NA,1702
0,5.16324459117675,0.718,0.024,0,"16","Feature9084","Itgam",NA,9084
0,5.06776652152836,0.737,0.054,0,"16","Feature10159","Mafb",NA,10159
0,5.10425388831825,0.699,0.024,0,"16","Feature18495","Tmem119",NA,18495
0,4.71624471215603,0.699,0.029,0,"16","Feature6237","Fcrls",NA,6237
0,5.32506023602465,0.688,0.023,0,"16","Feature3379","Ccl12",NA,3379
0,4.60346768093005,0.692,0.035,0,"16","Feature12438","Olfml3",NA,12438
0,4.64931219109753,0.695,0.043,0,"16","Feature8690","Icam1",NA,8690
0,4.41023361289438,0.695,0.054,0,"16","Feature18291","Tgfbr1",NA,18291
0,6.38600173716549,0.647,0.017,0,"16","Feature18717","Tnf",NA,18717
0,4.42896356743042,0.658,0.032,0,"16","Feature6223","Fcgr3",NA,6223
0,4.91643128345849,0.643,0.022,0,"16","Feature7890","Gpr34",NA,7890
0,4.43729926944172,0.65,0.031,0,"16","Feature3520","Cd53",NA,3520
0,4.71272518387929,0.635,0.026,0,"16","Feature3018","C3ar1",NA,3018
0,4.11046246064957,0.654,0.05,0,"16","Feature19445","Unc93b1",NA,19445
0,5.42779162414204,0.624,0.021,0,"16","Feature12047","Nlrp3",NA,12047
0,4.53263118864997,0.617,0.03,0,"16","Feature10072","Ltc4s",NA,10072
0,4.78065965751716,0.602,0.023,0,"16","Feature11295","Mpeg1",NA,11295
0,4.56537063912622,0.602,0.027,0,"16","Feature14353","Pld4",NA,14353
0,5.32479179338681,0.571,0.018,0,"16","Feature8825","Il10ra",NA,8825
0,4.52149266203995,0.556,0.028,0,"16","Feature8545","Hpgds",NA,8545
0,5.49242193197122,0.553,0.025,0,"16","Feature18720","Tnfaip3",NA,18720
0,5.89064293205326,0.534,0.014,0,"16","Feature15584","Rgs1",NA,15584
0,4.73523616911567,0.545,0.027,0,"16","Feature6544","Fyb",NA,6544
0,4.90122288542658,0.519,0.021,0,"16","Feature11786","Ncf1",NA,11786
0,4.66314030470842,0.523,0.025,0,"16","Feature15076","Ptgs1",NA,15076
0,4.5768285452602,0.496,0.021,0,"16","Feature16699","Slc15a3",NA,16699
0,4.84369379711827,0.485,0.018,0,"16","Feature3505","Cd37",NA,3505
0,4.83895545990188,0.462,0.028,0,"16","Feature18295","Tgif1",NA,18295
0,4.98168233315757,0.444,0.016,0,"16","Feature7909","Gpr84",NA,7909
0,4.81277883359597,0.447,0.021,0,"16","Feature9033","Irf8",NA,9033
0,5.3357471427508,0.432,0.013,0,"16","Feature7879","Gpr183",NA,7879
0,4.28954647189147,0.436,0.021,0,"16","Feature3397","Ccl6",NA,3397
0,5.32022926667917,0.432,0.02,0,"16","Feature11951","Nfkbid",NA,11951
0,5.01590726708906,0.421,0.013,0,"16","Feature13674","P2ry13",NA,13674
0,6.11104039847037,0.406,0.009,0,"16","Feature17994","Tagap",NA,17994
0,4.80896345578663,0.398,0.016,0,"16","Feature3209","Casp4",NA,3209
0,4.87104392467017,0.387,0.014,0,"16","Feature2739","Bcl2a1a",NA,2739
0,4.54029736374296,0.387,0.016,0,"16","Feature3519","Cd52",NA,3519
0,5.17061482093721,0.365,0.016,0,"16","Feature8856","Il1b",NA,8856
0,4.90233792002255,0.35,0.012,0,"16","Feature11792","Nckap1l",NA,11792
0,5.36129877127418,0.312,0.008,0,"16","Feature4411","Csf3r",NA,4411
0,4.89920507852704,0.308,0.011,0,"16","Feature6221","Fcgr1",NA,6221
0,5.85431720982176,0.259,0.007,0,"16","Feature13613","Osm",NA,13613
8.2874585922573e-306,4.84636289110876,0.327,0.013,1.28281571549551e-301,"16","Feature6253","Fermt3",NA,6253
3.29912979580266e-303,4.91725822475788,0.282,0.009,5.10672301092294e-299,"16","Feature9090","Itgb2",NA,9090
1.96415965220183e-298,4.35502493293122,0.365,0.017,3.04032272564322e-294,"16","Feature3400","Ccl9",NA,3400
5.79589731463594e-298,3.6722434490039,0.35,0.016,8.97146945332497e-294,"16","Feature3532","Cd74",NA,3532
1.82029873805873e-297,4.33296377852286,0.425,0.025,2.81764041664112e-293,"16","Feature3382","Ccl2",NA,3382
5.39277359998287e-290,4.47132229864277,0.398,0.022,8.34747425541349e-286,"16","Feature9661","Lair1",NA,9661
4.72421865838602e-289,4.94057466515203,0.301,0.012,7.31261806131573e-285,"16","Feature6267","Fgd2",NA,6267
1.70490280297811e-288,4.05168713866794,0.583,0.052,2.63901904872981e-284,"16","Feature9095","Itgb5",NA,9095
2.28120426809495e-286,4.88962474798521,0.308,0.012,3.53107608658418e-282,"16","Feature18548","Tmem173",NA,18548
5.85354298833919e-284,3.89462166411326,0.459,0.031,9.06069919165023e-280,"16","Feature3527","Cd68",NA,3527
2.71388103624433e-279,4.89690813042754,0.252,0.008,4.20081645600259e-275,"16","Feature17844","Susd3",NA,17844
1.11032093871691e-275,4.70915776709975,0.282,0.011,1.7186657810399e-271,"16","Feature18425","Tlr7",NA,18425
8.74713506533709e-273,4.01480715475822,0.605,0.061,1.35396903676353e-268,"16","Feature7782","Golm1",NA,7782
6.25167519980751e-269,3.91238260773256,0.376,0.021,9.67696804178205e-265,"16","Feature3398","Ccl7",NA,3398
1.00169294670732e-266,3.46261168284753,0.786,0.109,1.55052051220826e-262,"16","Feature17573","Srgn",NA,17573
3.46712717894039e-266,4.34580691209674,0.383,0.022,5.36676616028183e-262,"16","Feature11787","Ncf2",NA,11787
7.04017673338156e-260,4.206702188973,0.38,0.023,1.08974895656013e-255,"16","Feature4710","Cyth4",NA,4710
7.10784153227166e-259,3.97543162316692,0.421,0.029,1.10022279078033e-254,"16","Feature4562","Cxcl2",NA,4562
2.41537865389623e-258,4.89279569539336,0.267,0.01,3.73876461836597e-254,"16","Feature1351","Abi3",NA,1351
7.46237980193819e-256,4.13111659806924,0.372,0.022,1.15510176954201e-251,"16","Feature4560","Cxcl16",NA,4560
1.05162348507794e-251,4.53818025101313,0.274,0.011,1.62780799255214e-247,"16","Feature3539","Cd84",NA,3539
2.03600977049576e-251,4.05834667312975,0.895,0.182,3.15153952375038e-247,"16","Feature11954","Nfkbiz",NA,11954
4.8757644492269e-247,4.5417324039761,0.278,0.012,7.54719579095832e-243,"16","Feature15115","Ptprc",NA,15115
2.06936727446753e-245,5.19813997574839,0.308,0.015,3.20317360414829e-241,"16","Feature8428","Hk2",NA,8428
4.06325126343915e-243,4.78402541605603,0.293,0.014,6.28950663067747e-239,"16","Feature8952","Inpp5d",NA,8952
4.83910974267894e-242,4.51908727074074,0.301,0.015,7.49045797069273e-238,"16","Feature8240","Hcls1",NA,8240
1.38843782998243e-240,4.15680394235535,0.432,0.033,2.1491629170298e-236,"16","Feature17032","Slco2b1",NA,17032
1.40874009881992e-240,4.3374226730799,0.436,0.034,2.18058879896335e-236,"16","Feature16712","Slc16a6",NA,16712
8.15857943132841e-238,4.52609127873563,0.289,0.014,1.26286651017532e-233,"16","Feature9492","Klk8",NA,9492
1.23051060281113e-236,4.14657029519917,0.402,0.029,1.90470736209134e-232,"16","Feature2034","Apbb1ip",NA,2034
4.76734496899988e-235,3.88113472427159,0.861,0.171,7.37937327751491e-231,"16","Feature8717","Ier5",NA,8717
7.44798660688626e-233,4.58549666536189,0.504,0.049,1.15287384687992e-228,"16","Feature15783","Rnf19b",NA,15783
2.48414556850659e-232,4.68391179358751,0.252,0.01,3.84520892549135e-228,"16","Feature8239","Hck",NA,8239
1.90325813217463e-230,4.60859060449538,0.256,0.011,2.94605326279311e-226,"16","Feature16662","Sla",NA,16662
8.51973261298164e-228,4.46281638402236,0.289,0.014,1.31876941116343e-223,"16","Feature16679","Slc11a1",NA,16679
2.5097418887893e-225,4.62558589931197,0.297,0.016,3.88482946965695e-221,"16","Feature16056","Runx1",NA,16056
3.66633046336666e-225,4.43789016281413,0.271,0.013,5.67511292424526e-221,"16","Feature16133","Samsn1",NA,16133
2.69876188868696e-221,4.09852827200467,0.372,0.026,4.17741352749855e-217,"16","Feature9745","Lcp1",NA,9745
3.17452773955456e-205,4.42814636120849,0.256,0.012,4.9138514880565e-201,"16","Feature2820","Blnk",NA,2820
5.46620777479187e-203,4.38680827082559,0.263,0.013,8.46114301460034e-199,"16","Feature15110","Ptpn6",NA,15110
3.80002928720121e-191,3.48563643549032,0.436,0.042,5.88206533365875e-187,"16","Feature3782","Cfh",NA,3782
1.42452666161094e-189,3.7956681820312,0.992,0.401,2.20502481950757e-185,"16","Feature11949","Nfkbia",NA,11949
2.76595533004746e-189,4.3805133246844,0.301,0.02,4.28142225538046e-185,"16","Feature18420","Tlr2",NA,18420
1.00368760497386e-188,4.21671511927809,0.271,0.016,1.55360804373903e-184,"16","Feature6222","Fcgr2b",NA,6222
2.4377108969415e-188,3.44193120636072,0.977,0.38,3.77333269737575e-184,"16","Feature9799","Lgmn",NA,9799
7.56805238352575e-187,2.98350190798782,0.947,0.264,1.17145882844595e-182,"16","Feature2354","Atf3",NA,2354
1.56873499242904e-186,4.06728368094913,0.256,0.014,2.4282448947809e-182,"16","Feature3540","Cd86",NA,3540
2.03716271322628e-186,3.88722112778928,0.297,0.019,3.15332416380296e-182,"16","Feature3027","C5ar1",NA,3027
7.01149289808676e-185,4.80695539784195,0.286,0.018,1.08530898569485e-180,"16","Feature5356","Dusp2",NA,5356
2.40213578235073e-180,3.76058110099775,0.703,0.139,3.71826597750069e-176,"16","Feature16645","Skil",NA,16645
8.21877742495019e-179,2.84438810420916,0.985,0.339,1.27218455760804e-174,"16","Feature2567","B2m",NA,2567
3.4422306464189e-176,3.02906267248708,0.632,0.101,5.32822881759182e-172,"16","Feature4586","Cyba",NA,4586
1.26691220291735e-175,3.88672791393419,0.38,0.035,1.96105339889577e-171,"16","Feature1825","Alox5ap",NA,1825
9.54074524287093e-173,3.5534233825485,0.515,0.069,1.47681195614399e-168,"16","Feature9920","Lpcat2",NA,9920
2.83347221207104e-172,3.41592866894162,0.718,0.15,4.38593163706477e-168,"16","Feature15585","Rgs10",NA,15585
2.94726724352209e-172,3.60151049595323,0.695,0.138,4.56207496624784e-168,"16","Feature6606","Gadd45b",NA,6606
4.58061232058875e-171,3.1891841220616,0.763,0.173,7.09032981103933e-167,"16","Feature4518","Ctsz",NA,4518
1.7500559813646e-169,4.11609861882742,0.365,0.034,2.70891165355426e-165,"16","Feature10273","Mapkapk2",NA,10273
5.47040152286403e-167,3.75616437554337,0.32,0.026,8.46763451724123e-163,"16","Feature10108","Lyn",NA,10108
8.86829453608764e-167,4.19283509702341,0.263,0.017,1.37272331124101e-162,"16","Feature9698","Lat2",NA,9698
7.51668743328984e-165,2.88843260209957,0.85,0.222,1.16350804779893e-160,"16","Feature8150","H2-K1",NA,8150
5.07986213451077e-164,3.41976085256188,0.406,0.043,7.86311859800922e-160,"16","Feature2167","Arhgdib",NA,2167
2.54344643691068e-163,3.19588696689163,0.714,0.153,3.93700073969405e-159,"16","Feature7998","Grn",NA,7998
3.46238369896556e-163,3.78407486188612,0.323,0.027,5.35942372762879e-159,"16","Feature5483","Ecscr",NA,5483
3.24717186831497e-162,3.02907392082991,0.568,0.086,5.02629733496475e-158,"16","Feature4507","Ctsh",NA,4507
5.45797846739992e-160,3.23733265208453,0.974,0.498,8.44840486968834e-156,"16","Feature4503","Ctsd",NA,4503
2.95468160116002e-159,3.63493809110957,0.387,0.04,4.57355165043559e-155,"16","Feature8900","Il6ra",NA,8900
4.69598549671335e-156,3.51029506992179,0.398,0.044,7.26891595036259e-152,"16","Feature5715","Entpd1",NA,5715
1.5861596333583e-154,3.37430965626612,1,0.87,2.45521649647531e-150,"16","Feature4447","Cst3",NA,4447
1.2990223354119e-153,3.37906797101383,0.741,0.184,2.01075667298408e-149,"16","Feature10366","Mcl1",NA,10366
1.38224466200949e-153,3.74528883388977,0.357,0.035,2.13957651232449e-149,"16","Feature14790","Prkcd",NA,14790
3.79813820124934e-153,3.45434528462761,0.669,0.138,5.87913812171386e-149,"16","Feature8715","Ier3",NA,8715
3.27353987119525e-152,4.49350840338967,0.293,0.024,5.06711236662312e-148,"16","Feature13952","Pde3b",NA,13952
8.64778830036374e-150,4.26761413046635,0.342,0.034,1.3385911510133e-145,"16","Feature2594","B4galt1",NA,2594
2.28032222961996e-148,3.80166110800355,0.515,0.082,3.52971077922873e-144,"16","Feature6740","Gem",NA,6740
1.28353153152377e-146,3.64872395363175,0.278,0.022,1.98677845764564e-142,"16","Feature15101","Ptpn18",NA,15101
2.86419803876338e-145,3.86039337368817,0.35,0.036,4.43349214420183e-141,"16","Feature11637","Mylip",NA,11637
6.78982252466431e-144,3.89718874578226,0.297,0.026,1.05099662859279e-139,"16","Feature15518","Rel",NA,15518
2.20311797511162e-142,4.35020452469348,0.271,0.022,3.41020631367528e-138,"16","Feature20313","Zc3h12a",NA,20313
3.47808195914961e-138,2.32854124647731,0.947,0.36,5.38372306456768e-134,"16","Feature8143","H2-D1",NA,8143
1.17102160297505e-134,4.25276795657075,0.259,0.021,1.81262433924508e-130,"16","Feature13972","Pdgfb",NA,13972
4.67100359709452e-133,4.87916320211203,0.583,0.125,7.2302464679426e-129,"16","Feature15465","Rcan1",NA,15465
8.51121839638172e-131,2.95220889377941,0.82,0.256,1.31745149557593e-126,"16","Feature20480","Zfp36l1",NA,20480
1.59324841283065e-130,4.22136347991161,0.293,0.028,2.46618921822057e-126,"16","Feature3693","Cebpa",NA,3693
1.0050095135714e-129,2.9735185782776,0.786,0.234,1.55565422605718e-125,"16","Feature8699","Id2",NA,8699
6.38827768127566e-127,1.89345658993618,1,0.866,9.8884150228466e-123,"16","Feature18705","Tmsb4x",NA,18705
1.13694091139936e-126,3.16208223101426,0.658,0.161,1.75987083675507e-122,"16","Feature5531","Efhd2",NA,5531
4.56676720739323e-126,3.46752995269221,0.376,0.048,7.06889896032397e-122,"16","Feature5904","F11r",NA,5904
6.16243968277502e-126,2.30576138361796,0.992,0.761,9.53884038496745e-122,"16","Feature8179","H3f3b",NA,8179
1.7314354183215e-124,3.44343464858787,0.398,0.055,2.68008888401985e-120,"16","Feature14650","Ppp1r18",NA,14650
2.71957668045124e-124,3.64763075956091,0.327,0.037,4.20963274367047e-120,"16","Feature10246","Map3k8",NA,10246
7.33208993240005e-124,2.03262262325903,0.992,0.498,1.1349342006362e-119,"16","Feature17423","Sparc",NA,17423
9.44107286864513e-124,3.74899976206354,0.368,0.048,1.46138366933758e-119,"16","Feature17621","Ssh2",NA,17621
3.19937988828489e-123,3.55979196146196,0.44,0.069,4.95232012907619e-119,"16","Feature15367","Rasgef1b",NA,15367
4.75315536031703e-123,3.34359612661302,0.305,0.032,7.35740918223474e-119,"16","Feature4502","Ctsc",NA,4502
1.25654258898478e-122,3.06111722145787,0.662,0.17,1.94500227348955e-118,"16","Feature16621","Sirpa",NA,16621
7.31613599676517e-122,3.32591078411852,0.756,0.25,1.13246469093928e-117,"16","Feature8762","Ifrd1",NA,8762
2.13788805122886e-121,2.40023727364753,0.906,0.413,3.30923691449715e-117,"16","Feature16379","Serinc3",NA,16379
8.56152227524108e-121,3.01513791703999,0.823,0.273,1.32523803298457e-116,"16","Feature20474","Zfp36",NA,20474
2.68087111111065e-120,3.89200987168814,0.391,0.056,4.14972039288817e-116,"16","Feature4230","Coro1a",NA,4230
1.31532529712822e-118,1.8816227463064,0.992,0.865,2.03599202742478e-114,"16","Feature19294","Ubc",NA,19294
8.07601872022993e-112,3.38207043921551,0.523,0.11,1.25008693770439e-107,"16","Feature9330","Kdm6b",NA,9330
1.16672502014932e-110,3.08138799527508,0.609,0.154,1.80597365868913e-106,"16","Feature2939","Btg1",NA,2939
6.37944910006089e-107,2.77070276234193,0.827,0.353,9.87474926198425e-103,"16","Feature3423","Ccnl1",NA,3423
3.29111223100256e-105,2.74531352858655,0.583,0.138,5.09431262236886e-101,"16","Feature10447","Mef2c",NA,10447
3.68255485975279e-104,2.32670393925528,0.944,0.493,5.70022666741134e-100,"16","Feature9164","Junb",NA,9164
1.99033405068113e-102,1.31309075153358,1,0.977,3.08083807704933e-98,"16","Feature1451","Actb",NA,1451
5.49825388207177e-96,2.0267665472825,0.966,0.778,8.5107471840589e-92,"16","Feature6509","Ftl1",NA,6509
2.09638563052392e-94,3.46978060022584,0.398,0.072,3.24499531748797e-90,"16","Feature14432","Pmepa1",NA,14432
2.5959790654629e-94,3.01742021576764,0.331,0.048,4.01831599543003e-90,"16","Feature19198","Tuba1c",NA,19198
6.19976795831321e-94,1.99566375217106,0.902,0.458,9.59662082267301e-90,"16","Feature10292","Marcks",NA,10292
3.59439894267656e-93,3.67570002178121,0.252,0.029,5.56377012336904e-89,"16","Feature8845","Il17ra",NA,8845
3.67715546887095e-93,2.67238584396523,0.722,0.265,5.69186895026534e-89,"16","Feature14645","Ppp1r15a",NA,14645
3.65998550905814e-92,3.47022319946878,0.338,0.053,5.66529156947109e-88,"16","Feature18160","Tcirg1",NA,18160
7.85289518264087e-92,2.86837650899951,0.504,0.117,1.21554964532098e-87,"16","Feature18920","Trib1",NA,18920
3.68993130873457e-91,2.52228677743564,0.387,0.065,5.71164467279025e-87,"16","Feature1991","Anxa3",NA,1991
3.20285988532643e-89,2.25117754016183,0.925,0.55,4.95770681649678e-85,"16","Feature5554","Egr1",NA,5554
4.99917528985478e-86,2.73013283133951,0.65,0.227,7.73822343116621e-82,"16","Feature4238","Cotl1",NA,4238
9.00018901429662e-86,1.98129368835102,0.861,0.375,1.39313925752297e-81,"16","Feature8714","Ier2",NA,8714
1.33013652408258e-85,2.19094131076756,0.921,0.662,2.05891832562743e-81,"16","Feature8626","Hspa5",NA,8626
1.57340378260429e-84,1.61143952273867,0.959,0.791,2.43547171509318e-80,"16","Feature15913","Rplp1",NA,15913
2.06173063451514e-84,3.09589913657102,0.35,0.06,3.19135284916599e-80,"16","Feature4068","Cmtm6",NA,4068
3.58334659604221e-84,3.11862718391398,0.342,0.057,5.54666219601373e-80,"16","Feature14172","Phyhd1",NA,14172
1.83204440866166e-83,3.40396615546767,0.312,0.049,2.83582154016738e-79,"16","Feature14234","Pim1",NA,14234
1.75464630860258e-81,3.63182322002472,0.267,0.036,2.71601702108593e-77,"16","Feature5499","Edn1",NA,5499
1.69911928547405e-80,2.21493993277739,0.82,0.377,2.63006674198527e-76,"16","Feature2940","Btg2",NA,2940
4.12065139189956e-79,2.5186619293676,0.549,0.159,6.37835628952134e-75,"16","Feature14417","Plxdc2",NA,14417
1.39077305221767e-77,2.97695655541624,0.568,0.183,2.15277760752774e-73,"16","Feature2216","Arl4c",NA,2216
3.75840574980088e-77,2.56181505678175,0.444,0.1,5.81763626011679e-73,"16","Feature4009","Clic1",NA,4009
7.06499667255746e-76,3.77143491657592,0.252,0.035,1.09359083494517e-71,"16","Feature17371","Sowahc",NA,17371
1.70859821143533e-75,3.34019804239704,0.274,0.041,2.64473917148075e-71,"16","Feature14386","Plekho1",NA,14386
1.65434307144207e-74,2.90886808341218,0.553,0.175,2.56075764028518e-70,"16","Feature11950","Nfkbib",NA,11950
2.68278718096037e-74,3.19528485718968,0.602,0.213,4.15268627740855e-70,"16","Feature15594","Rgs2",NA,15594
2.00762077658469e-72,2.85585010733057,0.35,0.068,3.10759620007545e-68,"16","Feature8151","H2-K2",NA,8151
8.84663687407484e-71,2.54026836137512,0.523,0.155,1.36937092173804e-66,"16","Feature10160","Maff",NA,10160
1.34690598748089e-70,1.60736870709735,0.898,0.699,2.08487577802168e-66,"16","Feature4501","Ctsb",NA,4501
1.7973179503427e-70,3.03599649883091,0.286,0.047,2.78206845533546e-66,"16","Feature10156","Maf",NA,10156
4.56509441650198e-70,2.34651793186251,0.692,0.289,7.06630964730341e-66,"16","Feature16152","Sat1",NA,16152
1.87200553971308e-69,2.57700074278657,0.477,0.13,2.89767737492188e-65,"16","Feature2267","Arsb",NA,2267
4.77436332919102e-69,3.36321290013805,0.308,0.057,7.39023699725478e-65,"16","Feature5952","Fam102b",NA,5952
1.05372817777954e-68,1.89889752443879,0.85,0.449,1.63106584638495e-64,"16","Feature5346","Dusp1",NA,5346
4.02058015626743e-68,2.41938443497111,0.526,0.162,6.22345602388636e-64,"16","Feature4592","Cyfip1",NA,4592
2.3056598337275e-67,2.8503092250515,0.372,0.083,3.5689308566268e-63,"16","Feature19576","Vasp",NA,19576
5.69783471403009e-67,3.36315112329527,0.308,0.058,8.81967835384718e-63,"16","Feature14588","Ppcdc",NA,14588
3.09041001253827e-66,1.5312097959536,0.744,0.319,4.78364565840799e-62,"16","Feature10089","Ly6e",NA,10089
3.34955662239698e-66,3.02239332935604,0.376,0.087,5.18477869580828e-62,"16","Feature10213","Man2b1",NA,10213
1.20446539832071e-64,3.10538099058214,0.376,0.088,1.86439199006063e-60,"16","Feature5555","Egr2",NA,5555
3.07643964349458e-64,2.65121175337359,0.541,0.188,4.76202092416526e-60,"16","Feature14186","Picalm",NA,14186
6.63736778281727e-64,2.29689480271019,0.602,0.231,1.02739815910229e-59,"16","Feature9125","Ivns1abp",NA,9125
8.76365104186277e-64,1.52647295636116,0.887,0.659,1.35652554476994e-59,"16","Feature13685","Pabpc1",NA,13685
5.31162699431703e-62,2.54589172490132,0.647,0.291,8.22186742450333e-58,"16","Feature8299","Herpud1",NA,8299
5.74233013617362e-62,2.5528224747269,0.383,0.091,8.88855281778315e-58,"16","Feature11469","Msn",NA,11469
8.34426441990265e-62,1.99912293546125,0.545,0.174,1.29160868955673e-57,"16","Feature2250","Arpc1b",NA,2250
9.13296830219673e-62,2.00818975912287,0.797,0.481,1.41369216349703e-57,"16","Feature15623","Rhob",NA,15623
1.21496320961327e-61,3.01832270550603,0.342,0.076,1.88064155216038e-57,"16","Feature17571","Srgap2",NA,17571
7.56131195724993e-61,2.57270971436949,0.274,0.048,1.17041547786272e-56,"16","Feature9794","Lgals9",NA,9794
8.78034311038442e-61,2.73688295989704,0.289,0.054,1.3591093100564e-56,"16","Feature15004","Psmb8",NA,15004
1.07756549075128e-58,2.9509906510244,0.335,0.076,1.6679636231339e-54,"16","Feature10228","Map2k3",NA,10228
3.50597535781064e-58,3.37729551094577,0.297,0.061,5.4268992563551e-54,"16","Feature14300","Pla2g15",NA,14300
5.594145970676e-58,1.95193264381655,0.722,0.372,8.65917854800939e-54,"16","Feature15988","Rrbp1",NA,15988
4.94715261164756e-57,2.46676387486142,0.526,0.193,7.65769752756926e-53,"16","Feature8308","Hexa",NA,8308
1.64514174853426e-56,3.00739475411927,0.259,0.048,2.54651491255618e-52,"16","Feature4162","Col27a1",NA,4162
2.23636331227232e-56,2.34833826075834,0.545,0.209,3.46166677106633e-52,"16","Feature7772","Gns",NA,7772
6.21679484534547e-56,2.23119530272762,0.718,0.419,9.62297674111026e-52,"16","Feature10293","Marcksl1",NA,10293
4.26960153019082e-55,2.76982313434317,0.417,0.123,6.60891620858237e-51,"16","Feature18003","Tanc2",NA,18003
1.39301041152738e-54,2.14199170229923,0.568,0.212,2.15624081600323e-50,"16","Feature3650","Cdkn1a",NA,3650
3.50952801922437e-54,2.05306412364106,0.59,0.223,5.4323984209574e-50,"16","Feature17345","Socs3",NA,17345
1.92133303800592e-53,2.74714412454893,0.259,0.049,2.97403140952937e-49,"16","Feature18300","Tgm2",NA,18300
6.90456869379354e-53,2.03399019566487,0.65,0.31,1.0687581881123e-48,"16","Feature4500","Ctsa",NA,4500
7.73925856428483e-53,2.42443130450367,0.477,0.161,1.19795983316565e-48,"16","Feature4437","Csrnp1",NA,4437
5.6422781613268e-52,2.07591630761496,0.568,0.23,8.73368236591775e-48,"16","Feature16175","Scamp2",NA,16175
1.40199569695153e-51,2.55268059821761,0.414,0.126,2.17014913931127e-47,"16","Feature9147","Jmjd1c",NA,9147
1.88359131570806e-51,2.36231252944364,0.455,0.15,2.91561099758451e-47,"16","Feature20383","Zfhx3",NA,20383
